issue_id,project_id,jira_user_id,issue_type,summary,priority,created_timestamp,resolved_timestamp,status,sprint_id,story_points
LIST-5277,PRJ-8,USR-15551,Task,Yourself sound since parent church.,Low,2026-02-03 13:58:45,2026-02-14 13:58:45,DONE,SPR-PRJ-9-0,3
LIST-8861,PRJ-8,USR-59615,Bug,Two stuff threat join chance good.,High,2026-08-07 11:35:02,2026-08-16 11:35:02,DONE,SPR-PRJ-5-0,2
THES-4343,PRJ-1,USR-14929,Story,Drive catch table affect arm entire increase.,High,2025-10-21 20:18:12,2025-10-25 20:18:12,DONE,SPR-PRJ-2-21,3
CONF-1708,PRJ-9,USR-20308,Task,Whole phone agent attack bring.,Medium,2025-11-04 20:42:39,2025-11-13 20:42:39,DONE,SPR-PRJ-9-15,5
ORGA-3322,PRJ-6,USR-61173,Task,Magazine level trial also see enjoy door should.,Medium,2026-03-19 12:47:15,2026-03-29 12:47:15,DONE,SPR-PRJ-6-8,5
ANIM-4018,PRJ-2,USR-86569,Bug,Star none record religious.,High,2026-04-29 08:25:15,2026-05-05 08:25:15,DONE,SPR-PRJ-2-12,2
TERM-1481,PRJ-7,USR-60140,Task,Off fire property remain first.,Medium,2026-06-24 10:21:30,2026-07-03 10:21:30,DONE,SPR-PRJ-3-1,3
ORGA-6345,PRJ-6,USR-65851,Story,Eight participant also.,Low,2025-12-02 19:21:55,2025-12-06 19:21:55,DONE,SPR-PRJ-3-8,1
WIN-6696,PRJ-5,USR-89928,Bug,Position our market tree situation.,High,2026-05-13 22:58:54,2026-05-14 22:58:54,DONE,SPR-PRJ-7-21,2
THES-2113,PRJ-1,USR-49251,Story,Police possible cup opportunity rate sport him.,Low,2026-04-20 11:28:26,2026-04-23 11:28:26,DONE,SPR-PRJ-6-18,5
LIST-9938,PRJ-8,USR-80010,Bug,Bill traditional western chance machine.,Medium,2026-05-01 02:25:58,2026-05-13 02:25:58,DONE,SPR-PRJ-7-4,3
CONF-6001,PRJ-9,USR-80010,Story,Look entire do company focus consumer say.,Low,2025-10-16 00:46:09,2025-10-30 00:46:09,DONE,SPR-PRJ-3-8,1
TERM-7033,PRJ-7,USR-76540,Story,Organization old treatment yet land address represent treat.,Medium,2026-04-15 02:51:02,2026-04-16 02:51:02,DONE,SPR-PRJ-5-15,1
CHOI-8343,PRJ-4,USR-23173,Story,Summer what cause Democrat anything leave.,Medium,2025-11-30 02:19:37,2025-12-11 02:19:37,DONE,SPR-PRJ-2-6,3
CHOI-2837,PRJ-4,USR-62098,Story,Such black improve subject produce process piece.,Medium,2026-09-13 01:41:19,2026-09-23 01:41:19,DONE,SPR-PRJ-3-4,8
CONF-4328,PRJ-9,USR-55293,Bug,Else support top nation wind base hard reduce.,Low,2026-06-10 10:50:00,2026-06-11 10:50:00,DONE,SPR-PRJ-2-8,2
PROF-4926,PRJ-3,USR-71186,Bug,Message mean year once too today base.,High,2026-05-23 21:15:11,2026-05-30 21:15:11,DONE,SPR-PRJ-9-23,1
ANIM-2119,PRJ-2,USR-60140,Bug,Room Mr personal.,Medium,2026-03-18 13:43:22,2026-03-22 13:43:22,DONE,SPR-PRJ-0-2,3
THES-6135,PRJ-1,USR-86064,Task,Air star audience national human employee movement.,Medium,2026-01-17 11:54:22,2026-01-23 11:54:22,DONE,SPR-PRJ-8-20,2
LIST-1819,PRJ-8,USR-58353,Story,Later they green message.,Medium,2025-11-28 09:04:11,2025-12-05 09:04:11,DONE,SPR-PRJ-7-7,5
TERM-8253,PRJ-7,USR-31178,Bug,Work win health usually much article agent.,Medium,2025-12-26 12:05:14,2026-01-05 12:05:14,DONE,SPR-PRJ-9-22,1
ANIM-5209,PRJ-2,USR-12128,Task,Industry floor project.,Medium,2026-04-24 17:08:07,2026-04-30 17:08:07,DONE,SPR-PRJ-0-13,8
DEVE-2837,PRJ-0,USR-26011,Task,Success herself be other.,Medium,2026-08-14 20:09:37,2026-08-18 20:09:37,DONE,SPR-PRJ-6-3,1
THES-2392,PRJ-1,USR-23875,Bug,Various memory matter stage.,Medium,2025-11-01 11:57:41,2025-11-06 11:57:41,DONE,SPR-PRJ-1-19,3
CHOI-8500,PRJ-4,USR-37535,Bug,Outside interest tough character.,Medium,2026-01-09 23:32:46,2026-01-23 23:32:46,DONE,SPR-PRJ-8-6,5
WIN-9518,PRJ-5,USR-41348,Story,Official yourself us local play environment.,Low,2026-07-05 23:48:38,2026-07-06 23:48:38,DONE,SPR-PRJ-1-21,2
CONF-2212,PRJ-9,USR-59941,Bug,Director brother toward because ok both.,High,2026-05-13 15:29:15,2026-05-24 15:29:15,DONE,SPR-PRJ-6-11,5
CONF-9669,PRJ-9,USR-49139,Task,Manager necessary easy.,High,2026-03-11 20:24:31,2026-03-24 20:24:31,DONE,SPR-PRJ-2-20,2
ORGA-9574,PRJ-6,USR-54791,Story,Purpose speak network difference reveal.,Low,2026-04-04 06:58:40,2026-04-05 06:58:40,DONE,SPR-PRJ-2-5,8
CONF-5026,PRJ-9,USR-69878,Bug,Single least something source.,High,2026-02-11 11:00:04,2026-02-16 11:00:04,DONE,SPR-PRJ-9-18,3
CONF-3734,PRJ-9,USR-47667,Bug,Consider policy those unit reduce executive.,High,2026-06-14 04:12:11,2026-06-20 04:12:11,DONE,SPR-PRJ-3-8,2
PROF-4621,PRJ-3,USR-87128,Bug,Himself eat enter partner agent laugh.,Low,2026-05-21 19:03:51,2026-05-27 19:03:51,DONE,SPR-PRJ-7-22,8
DEVE-6216,PRJ-0,USR-85392,Story,Ask activity night bill.,Low,2026-01-26 06:48:19,2026-02-07 06:48:19,DONE,SPR-PRJ-1-7,1
DEVE-5073,PRJ-0,USR-79615,Bug,Wonder green set stay.,Medium,2025-11-21 05:47:14,2025-11-26 05:47:14,DONE,SPR-PRJ-1-10,3
ORGA-1692,PRJ-6,USR-40647,Task,My by maybe off smile.,Low,2026-03-03 21:09:37,2026-03-16 21:09:37,DONE,SPR-PRJ-1-1,8
WIN-1999,PRJ-5,USR-32810,Bug,Movement mouth maybe pass they.,Medium,2025-12-22 04:17:57,2025-12-26 04:17:57,DONE,SPR-PRJ-4-6,1
PROF-7211,PRJ-3,USR-30932,Task,House character would money own.,High,2025-11-19 08:17:58,2025-11-23 08:17:58,DONE,SPR-PRJ-7-8,3
CONF-5019,PRJ-9,USR-56176,Bug,Against strategy become available your both.,High,2025-10-23 10:17:16,2025-11-04 10:17:16,DONE,SPR-PRJ-0-1,3
WIN-5782,PRJ-5,USR-77839,Bug,Group sense outside spring your.,Medium,2026-09-09 22:58:02,2026-09-23 22:58:02,DONE,SPR-PRJ-4-2,5
ANIM-6850,PRJ-2,USR-31579,Story,Resource blue degree rest thus.,Medium,2026-09-01 01:16:22,2026-09-06 01:16:22,DONE,SPR-PRJ-2-15,5
ANIM-9324,PRJ-2,USR-70981,Story,Wonder analysis effort news.,Medium,2026-02-06 16:13:50,2026-02-07 16:13:50,DONE,SPR-PRJ-9-2,2
ORGA-7715,PRJ-6,USR-40735,Task,Forward stop against close trade everything.,High,2025-11-02 14:54:56,2025-11-11 14:54:56,DONE,SPR-PRJ-0-21,5
THES-1572,PRJ-1,USR-18109,Task,Certain buy best fish all cover eye.,Medium,2026-01-22 06:45:03,2026-02-02 06:45:03,DONE,SPR-PRJ-9-12,2
ORGA-5351,PRJ-6,USR-79774,Story,Indicate suddenly like science to use assume.,High,2025-10-07 22:26:26,2025-10-11 22:26:26,DONE,SPR-PRJ-7-3,8
CHOI-3338,PRJ-4,USR-41365,Story,Record organization of national.,Low,2026-04-15 06:34:14,2026-04-29 06:34:14,DONE,SPR-PRJ-1-2,3
TERM-2901,PRJ-7,USR-60328,Bug,Must traditional able husband street certainly even.,Medium,2025-10-13 04:58:39,2025-10-26 04:58:39,DONE,SPR-PRJ-2-6,1
ORGA-9114,PRJ-6,USR-77286,Bug,Including summer bit difficult for.,Low,2026-03-17 22:45:19,2026-03-28 22:45:19,DONE,SPR-PRJ-7-9,1
LIST-5558,PRJ-8,USR-87356,Task,Phone water national pattern Mrs source.,Medium,2025-12-07 16:41:17,2025-12-20 16:41:17,DONE,SPR-PRJ-3-17,1
TERM-3224,PRJ-7,USR-26547,Task,How peace key us high fine throughout bed.,High,2026-01-01 15:42:27,2026-01-02 15:42:27,DONE,SPR-PRJ-6-20,5
ORGA-5439,PRJ-6,USR-17518,Story,End finish process book party reveal quickly around.,High,2026-02-06 02:46:16,2026-02-11 02:46:16,DONE,SPR-PRJ-2-5,8
TERM-4367,PRJ-7,USR-75570,Bug,Yes east up threat and box listen.,Medium,2026-06-20 22:36:29,2026-06-29 22:36:29,DONE,SPR-PRJ-2-8,2
TERM-1228,PRJ-7,USR-23970,Bug,Dinner other sell new.,High,2026-03-10 00:54:15,2026-03-20 00:54:15,DONE,SPR-PRJ-0-3,8
ORGA-1379,PRJ-6,USR-12719,Story,Instead eat wish positive beyond.,Medium,2026-02-27 07:41:14,2026-03-04 07:41:14,DONE,SPR-PRJ-8-9,2
ANIM-4811,PRJ-2,USR-93886,Bug,Foreign outside her account agent.,Low,2026-05-09 22:15:44,2026-05-15 22:15:44,DONE,SPR-PRJ-4-19,5
THES-1322,PRJ-1,USR-59986,Bug,Feeling career morning oil condition fall heavy.,Low,2026-06-08 18:02:41,2026-06-22 18:02:41,DONE,SPR-PRJ-7-12,3
PROF-2233,PRJ-3,USR-55851,Bug,Size scientist news itself marriage.,Medium,2026-02-19 14:45:17,2026-02-21 14:45:17,DONE,SPR-PRJ-6-18,2
LIST-8776,PRJ-8,USR-85711,Task,Smile energy add so financial interest.,Low,2025-10-16 09:08:27,2025-10-23 09:08:27,DONE,SPR-PRJ-2-4,2
CHOI-3361,PRJ-4,USR-38906,Bug,Series future throughout number site final five.,Low,2026-02-15 09:33:32,2026-02-26 09:33:32,DONE,SPR-PRJ-2-6,2
CONF-1845,PRJ-9,USR-29528,Bug,Sit source ahead capital tax.,Medium,2025-12-21 16:27:46,2025-12-23 16:27:46,DONE,SPR-PRJ-7-8,5
ORGA-8350,PRJ-6,USR-82512,Story,Sometimes then situation take contain.,High,2026-02-17 11:21:05,2026-02-18 11:21:05,DONE,SPR-PRJ-6-8,3
ANIM-2148,PRJ-2,USR-82102,Bug,Red approach how free part director.,Low,2026-03-08 13:58:07,2026-03-09 13:58:07,DONE,SPR-PRJ-0-2,3
DEVE-1981,PRJ-0,USR-61876,Task,Reason push civil.,Low,2025-10-17 19:35:48,2025-10-18 19:35:48,DONE,SPR-PRJ-0-6,5
TERM-3812,PRJ-7,USR-91678,Bug,Company family white sometimes.,Medium,2025-12-08 11:36:36,2025-12-18 11:36:36,DONE,SPR-PRJ-0-10,8
TERM-3335,PRJ-7,USR-36144,Task,Really listen husband shake party hope billion.,Medium,2026-03-12 06:01:50,2026-03-26 06:01:50,DONE,SPR-PRJ-9-20,3
CONF-3739,PRJ-9,USR-31174,Task,Remember beyond head win me.,High,2025-12-04 15:42:11,2025-12-12 15:42:11,DONE,SPR-PRJ-2-17,3
PROF-5940,PRJ-3,USR-83638,Story,Someone police year accept toward Mr board.,High,2026-01-02 12:26:55,2026-01-08 12:26:55,DONE,SPR-PRJ-1-12,1
WIN-3966,PRJ-5,USR-71261,Story,Word loss manager next cultural bad official.,High,2026-05-13 15:11:29,2026-05-25 15:11:29,DONE,SPR-PRJ-9-17,1
TERM-3953,PRJ-7,USR-62743,Bug,Know size add soon land yes.,High,2026-09-04 16:22:53,2026-09-11 16:22:53,DONE,SPR-PRJ-6-20,3
TERM-7700,PRJ-7,USR-72163,Task,Table police interesting challenge book.,Low,2026-03-04 15:02:05,2026-03-13 15:02:05,DONE,SPR-PRJ-0-6,2
WIN-2834,PRJ-5,USR-34931,Story,Data economy save.,Low,2025-11-29 21:29:28,2025-12-10 21:29:28,DONE,SPR-PRJ-1-4,3
ORGA-9855,PRJ-6,USR-58870,Task,Garden involve recent role term mother leave.,Low,2026-09-05 11:12:13,2026-09-15 11:12:13,DONE,SPR-PRJ-8-13,8
ORGA-9416,PRJ-6,USR-10053,Task,Happy enter method finally.,Medium,2026-02-10 00:37:30,2026-02-11 00:37:30,DONE,SPR-PRJ-9-16,1
TERM-5240,PRJ-7,USR-41979,Task,Reason discussion food education someone woman environmental.,Low,2025-11-13 21:18:41,2025-11-22 21:18:41,DONE,SPR-PRJ-0-22,8
CONF-3140,PRJ-9,USR-94259,Story,Effort present expect level science thank.,Medium,2025-10-09 04:05:08,2025-10-19 04:05:08,DONE,SPR-PRJ-7-20,8
PROF-6341,PRJ-3,USR-40775,Task,Born war child require.,Low,2026-08-21 07:48:32,2026-08-28 07:48:32,DONE,SPR-PRJ-2-21,5
PROF-9647,PRJ-3,USR-41946,Story,Show pass say with radio.,High,2026-03-19 17:36:57,2026-03-31 17:36:57,DONE,SPR-PRJ-9-3,1
TERM-3431,PRJ-7,USR-36741,Task,Late top huge deal.,High,2026-05-26 01:16:03,2026-05-30 01:16:03,DONE,SPR-PRJ-8-2,2
LIST-9503,PRJ-8,USR-31465,Bug,Population question coach college court.,Low,2026-06-12 00:39:21,2026-06-19 00:39:21,DONE,SPR-PRJ-4-20,2
DEVE-9456,PRJ-0,USR-93748,Bug,Much rate standard today government actually myself.,High,2026-08-16 07:31:02,2026-08-18 07:31:02,DONE,SPR-PRJ-2-16,1
THES-7299,PRJ-1,USR-19120,Story,Parent hit east among.,High,2026-08-04 02:46:27,2026-08-07 02:46:27,DONE,SPR-PRJ-7-7,5
LIST-8533,PRJ-8,USR-44718,Task,Almost participant society director rest.,High,2026-02-01 17:08:01,2026-02-10 17:08:01,DONE,SPR-PRJ-8-11,3
ORGA-8864,PRJ-6,USR-42406,Story,Environment throw former director.,High,2026-04-10 07:46:12,2026-04-11 07:46:12,DONE,SPR-PRJ-9-19,8
PROF-5080,PRJ-3,USR-41850,Bug,Along TV record.,High,2026-01-23 15:19:54,2026-01-31 15:19:54,DONE,SPR-PRJ-0-21,1
CONF-7051,PRJ-9,USR-47512,Story,Method resource how listen.,Low,2026-05-31 07:50:04,2026-06-13 07:50:04,DONE,SPR-PRJ-3-7,2
DEVE-2120,PRJ-0,USR-60615,Story,Toward successful generation common effect true western.,Medium,2026-01-16 06:26:39,2026-01-23 06:26:39,DONE,SPR-PRJ-4-9,1
CONF-5102,PRJ-9,USR-60779,Task,Into stay decision movement gun.,Medium,2026-01-06 13:51:56,2026-01-13 13:51:56,DONE,SPR-PRJ-4-17,2
LIST-3260,PRJ-8,USR-99838,Story,Owner design relate need administration rather sense.,High,2025-10-22 13:51:09,2025-11-03 13:51:09,DONE,SPR-PRJ-8-5,8
ANIM-4645,PRJ-2,USR-41552,Task,Drive other chair lead maybe produce.,High,2026-08-03 19:50:54,2026-08-06 19:50:54,DONE,SPR-PRJ-9-12,5
LIST-2147,PRJ-8,USR-21221,Story,Save sound nothing international only method choice.,Medium,2026-09-01 10:35:58,2026-09-05 10:35:58,DONE,SPR-PRJ-8-10,3
ANIM-4641,PRJ-2,USR-15695,Story,Article year fire official car look ever last.,Medium,2026-09-06 07:57:34,2026-09-08 07:57:34,DONE,SPR-PRJ-1-16,8
WIN-2756,PRJ-5,USR-81987,Story,Heavy already become rock our.,Low,2025-11-19 08:57:37,2025-11-22 08:57:37,DONE,SPR-PRJ-8-9,3
ORGA-2874,PRJ-6,USR-51505,Bug,Report company car data news difficult.,High,2026-07-14 08:08:41,2026-07-18 08:08:41,DONE,SPR-PRJ-0-14,3
THES-3093,PRJ-1,USR-55745,Task,Miss draw society character.,High,2026-03-20 13:00:46,2026-03-21 13:00:46,DONE,SPR-PRJ-0-22,2
ORGA-2124,PRJ-6,USR-99593,Bug,Matter hot stage want note work military.,Medium,2025-11-09 17:48:05,2025-11-18 17:48:05,DONE,SPR-PRJ-7-15,3
WIN-4676,PRJ-5,USR-20646,Bug,Republican news deep.,Medium,2026-04-14 20:17:14,2026-04-19 20:17:14,DONE,SPR-PRJ-4-1,1
TERM-7864,PRJ-7,USR-84395,Task,And bring continue compare.,Medium,2025-11-22 13:09:38,2025-12-06 13:09:38,DONE,SPR-PRJ-0-6,1
DEVE-6995,PRJ-0,USR-56176,Bug,As miss leave.,High,2025-09-27 18:46:34,2025-10-09 18:46:34,DONE,SPR-PRJ-3-7,5
LIST-7911,PRJ-8,USR-18285,Story,And ahead subject others.,High,2026-02-21 07:22:19,2026-02-27 07:22:19,DONE,SPR-PRJ-8-1,1
TERM-1062,PRJ-7,USR-81987,Bug,Try quality resource business natural stand country.,Medium,2026-08-29 23:54:00,2026-09-04 23:54:00,DONE,SPR-PRJ-9-22,5
CONF-8240,PRJ-9,USR-69250,Bug,Eye true dog need.,Medium,2026-02-22 23:34:35,2026-03-03 23:34:35,DONE,SPR-PRJ-9-3,3
THES-3615,PRJ-1,USR-97410,Task,Political be member another lot.,High,2026-01-28 23:24:25,2026-01-29 23:24:25,DONE,SPR-PRJ-4-9,1
TERM-5937,PRJ-7,USR-77889,Task,Political crime finally term open story so.,Medium,2026-03-09 12:23:45,2026-03-22 12:23:45,DONE,SPR-PRJ-2-5,3
ORGA-9973,PRJ-6,USR-23577,Story,Cup significant admit.,Medium,2025-10-10 12:05:23,2025-10-23 12:05:23,DONE,SPR-PRJ-6-19,5
WIN-5207,PRJ-5,USR-15695,Task,Trouble about stage everything forget score.,Low,2026-08-17 08:39:20,2026-08-29 08:39:20,DONE,SPR-PRJ-2-22,3
CONF-9078,PRJ-9,USR-23022,Story,Street former total animal item to.,Low,2026-02-21 05:23:12,2026-02-24 05:23:12,DONE,SPR-PRJ-4-22,2
CHOI-4692,PRJ-4,USR-78951,Task,Environmental available toward hotel he test.,Low,2026-02-25 09:32:02,2026-03-11 09:32:02,DONE,SPR-PRJ-9-5,8
LIST-5542,PRJ-8,USR-49608,Story,Region through wall would.,Medium,2026-06-29 07:03:35,2026-07-06 07:03:35,DONE,SPR-PRJ-2-18,1
ANIM-2492,PRJ-2,USR-44687,Task,Must beyond pass two option significant light.,High,2025-09-27 13:51:52,2025-10-08 13:51:52,DONE,SPR-PRJ-7-23,3
DEVE-2940,PRJ-0,USR-70931,Bug,Address significant set involve nature family cell move.,Low,2026-04-17 23:52:00,2026-04-26 23:52:00,DONE,SPR-PRJ-4-12,1
LIST-7308,PRJ-8,USR-66531,Story,Perform city parent size month music newspaper.,High,2026-05-05 08:16:15,2026-05-17 08:16:15,DONE,SPR-PRJ-2-3,1
DEVE-2313,PRJ-0,USR-31417,Story,Brother more radio political sit authority air.,High,2026-04-16 22:12:00,2026-04-21 22:12:00,DONE,SPR-PRJ-9-19,5
CONF-8645,PRJ-9,USR-17104,Story,Investment guy such notice to age organization call.,Low,2026-08-04 18:11:47,2026-08-06 18:11:47,DONE,SPR-PRJ-9-10,5
CONF-1834,PRJ-9,USR-63354,Bug,It reduce write lawyer.,Low,2025-10-30 17:45:19,2025-11-04 17:45:19,DONE,SPR-PRJ-9-0,5
THES-2262,PRJ-1,USR-73464,Story,Officer store cost address within network accept.,Medium,2026-05-30 00:59:18,2026-06-08 00:59:18,DONE,SPR-PRJ-1-18,1
LIST-8268,PRJ-8,USR-23173,Story,Happy cause authority leave friend fire whatever.,Medium,2026-09-10 10:44:08,2026-09-20 10:44:08,DONE,SPR-PRJ-8-2,1
ORGA-2733,PRJ-6,USR-21835,Bug,Lead relationship provide case father own six.,High,2026-03-24 19:54:53,2026-04-06 19:54:53,DONE,SPR-PRJ-6-13,5
CONF-7294,PRJ-9,USR-24573,Story,Pull strong necessary exactly part or vote.,Low,2025-11-03 11:12:05,2025-11-07 11:12:05,DONE,SPR-PRJ-5-4,3
LIST-2737,PRJ-8,USR-15075,Task,Computer cell wall free onto.,Low,2026-03-15 04:29:57,2026-03-16 04:29:57,DONE,SPR-PRJ-7-4,8
DEVE-1241,PRJ-0,USR-92998,Task,Specific think tree.,High,2026-03-20 10:40:12,2026-04-02 10:40:12,DONE,SPR-PRJ-8-4,2
THES-7401,PRJ-1,USR-31747,Bug,Entire car statement get family main.,Low,2026-01-07 14:51:17,2026-01-20 14:51:17,DONE,SPR-PRJ-4-1,8
TERM-1326,PRJ-7,USR-92210,Bug,Five single call.,Medium,2026-08-17 05:55:37,2026-08-19 05:55:37,DONE,SPR-PRJ-4-15,8
WIN-3327,PRJ-5,USR-91885,Story,Center suddenly happen store report adult same.,Medium,2026-08-21 02:19:39,2026-08-26 02:19:39,DONE,SPR-PRJ-8-18,2
PROF-6963,PRJ-3,USR-51750,Bug,Human understand together improve week least deep carry.,Low,2025-10-21 13:43:48,2025-11-03 13:43:48,DONE,SPR-PRJ-2-18,2
LIST-4639,PRJ-8,USR-27781,Task,Yeah me try particularly thought those evidence.,Low,2026-08-22 03:27:38,2026-08-24 03:27:38,DONE,SPR-PRJ-2-8,1
CONF-2222,PRJ-9,USR-30644,Story,Magazine present treatment might.,High,2025-10-19 15:30:47,2025-10-22 15:30:47,DONE,SPR-PRJ-1-1,3
WIN-7359,PRJ-5,USR-96980,Story,Response drive carry information hope.,High,2025-11-28 10:56:51,2025-12-09 10:56:51,DONE,SPR-PRJ-9-6,8
THES-2531,PRJ-1,USR-33652,Story,According assume skill wall political send.,Medium,2026-04-25 13:10:27,2026-05-03 13:10:27,DONE,SPR-PRJ-4-11,3
WIN-8740,PRJ-5,USR-43862,Bug,Break head a concern.,High,2025-10-19 21:01:20,2025-10-22 21:01:20,DONE,SPR-PRJ-5-19,1
ANIM-4837,PRJ-2,USR-40539,Task,Wonder prevent fire into.,Low,2026-03-26 02:13:05,2026-03-28 02:13:05,DONE,SPR-PRJ-3-15,3
DEVE-8567,PRJ-0,USR-28643,Story,Season dinner stage.,High,2026-07-14 06:35:02,2026-07-19 06:35:02,DONE,SPR-PRJ-8-9,3
TERM-8676,PRJ-7,USR-23947,Task,Apply notice current allow audience involve.,High,2026-08-01 07:11:23,2026-08-02 07:11:23,DONE,SPR-PRJ-4-21,2
CHOI-8875,PRJ-4,USR-23446,Story,Above low town.,Medium,2026-01-26 20:56:22,2026-02-06 20:56:22,DONE,SPR-PRJ-7-17,1
CHOI-4739,PRJ-4,USR-96511,Task,Theory off fine represent.,Medium,2026-08-15 07:01:57,2026-08-29 07:01:57,DONE,SPR-PRJ-0-18,3
ANIM-7280,PRJ-2,USR-83385,Task,Dinner position something miss including.,Medium,2026-06-25 11:25:11,2026-07-08 11:25:11,DONE,SPR-PRJ-8-0,5
LIST-9457,PRJ-8,USR-63841,Task,Degree tax general organization everything line break.,Medium,2026-04-30 15:09:47,2026-05-05 15:09:47,DONE,SPR-PRJ-1-10,1
PROF-3356,PRJ-3,USR-57381,Bug,Where soldier method center.,High,2026-08-17 18:16:04,2026-08-23 18:16:04,DONE,SPR-PRJ-2-5,8
ANIM-6867,PRJ-2,USR-37631,Bug,Source specific bar top rise.,Medium,2026-03-30 02:20:35,2026-04-11 02:20:35,DONE,SPR-PRJ-5-9,5
DEVE-5313,PRJ-0,USR-39571,Task,Election animal goal.,Low,2025-10-24 10:16:25,2025-11-04 10:16:25,DONE,SPR-PRJ-2-11,2
PROF-5255,PRJ-3,USR-59823,Bug,Idea range attention throughout degree think so growth.,Low,2026-05-03 00:27:40,2026-05-17 00:27:40,DONE,SPR-PRJ-6-10,2
WIN-8362,PRJ-5,USR-16258,Story,Shake statement front truth inside art television.,Medium,2026-01-04 09:29:28,2026-01-08 09:29:28,DONE,SPR-PRJ-7-6,3
LIST-8591,PRJ-8,USR-48829,Task,Although investment create nature wrong you.,High,2026-04-26 21:05:54,2026-05-03 21:05:54,DONE,SPR-PRJ-9-1,1
LIST-5254,PRJ-8,USR-84177,Story,Us me natural whose fish.,Medium,2026-09-07 23:46:03,2026-09-19 23:46:03,DONE,SPR-PRJ-8-22,2
ANIM-3412,PRJ-2,USR-75799,Story,Tv something piece sure image case.,Medium,2025-12-24 10:48:54,2026-01-07 10:48:54,DONE,SPR-PRJ-3-22,5
THES-7929,PRJ-1,USR-59192,Story,Free knowledge know everybody anyone growth.,Low,2025-10-15 09:11:29,2025-10-24 09:11:29,DONE,SPR-PRJ-3-23,1
CONF-4812,PRJ-9,USR-36090,Story,Good hair however deal consumer station.,Medium,2026-05-25 16:44:08,2026-06-04 16:44:08,DONE,SPR-PRJ-0-2,2
CONF-1227,PRJ-9,USR-83874,Task,Must four she.,High,2026-05-15 16:11:15,2026-05-26 16:11:15,DONE,SPR-PRJ-4-5,3
THES-8382,PRJ-1,USR-55820,Story,Management record room.,High,2025-11-07 13:42:13,2025-11-20 13:42:13,DONE,SPR-PRJ-0-20,5
DEVE-1539,PRJ-0,USR-62743,Story,Big do week you leg medical hold over.,Medium,2026-06-12 15:25:23,2026-06-26 15:25:23,DONE,SPR-PRJ-4-21,2
PROF-2853,PRJ-3,USR-65518,Bug,Central south region.,Medium,2026-06-20 15:23:19,2026-07-03 15:23:19,DONE,SPR-PRJ-4-17,5
PROF-1532,PRJ-3,USR-62855,Task,Approach reflect collection agency response he.,Medium,2026-03-18 20:30:43,2026-03-19 20:30:43,DONE,SPR-PRJ-1-16,3
WIN-2781,PRJ-5,USR-15726,Bug,Stage usually recognize bar computer a.,High,2025-12-26 18:19:56,2025-12-29 18:19:56,DONE,SPR-PRJ-4-22,2
ANIM-2931,PRJ-2,USR-82529,Bug,Consider too size tonight.,High,2025-10-29 01:50:23,2025-11-03 01:50:23,DONE,SPR-PRJ-8-5,8
ORGA-8414,PRJ-6,USR-65851,Story,Action teacher service record.,Medium,2026-02-12 17:46:35,2026-02-26 17:46:35,DONE,SPR-PRJ-1-18,8
CONF-9015,PRJ-9,USR-84228,Bug,Floor front television us.,Medium,2025-10-16 16:19:56,2025-10-17 16:19:56,DONE,SPR-PRJ-4-19,1
DEVE-7859,PRJ-0,USR-77621,Task,Whom pressure rather employee plant pay.,High,2026-09-14 00:19:47,2026-09-17 00:19:47,DONE,SPR-PRJ-0-11,8
CONF-3814,PRJ-9,USR-96511,Story,Executive what manage share region suddenly.,Medium,2025-10-09 09:15:34,2025-10-22 09:15:34,DONE,SPR-PRJ-8-19,3
CHOI-9883,PRJ-4,USR-74260,Story,Nearly us remain operation hand agreement discover seem.,High,2026-03-26 01:02:29,2026-03-29 01:02:29,DONE,SPR-PRJ-3-17,2
ANIM-5008,PRJ-2,USR-30374,Task,Act hotel whatever.,Low,2025-10-22 12:02:22,2025-11-04 12:02:22,DONE,SPR-PRJ-3-12,3
PROF-6531,PRJ-3,USR-59372,Bug,Wide significant activity real often.,High,2026-05-26 12:55:29,2026-05-30 12:55:29,DONE,SPR-PRJ-9-2,5
CHOI-4410,PRJ-4,USR-41147,Story,Give visit there into media.,High,2025-09-28 03:05:11,2025-10-01 03:05:11,DONE,SPR-PRJ-3-3,2
ANIM-1118,PRJ-2,USR-15965,Bug,Ask myself phone travel western.,Low,2026-06-25 07:43:04,2026-07-07 07:43:04,DONE,SPR-PRJ-5-17,2
THES-3649,PRJ-1,USR-55236,Task,They pattern company nation get seek.,Low,2026-06-07 22:15:33,2026-06-14 22:15:33,DONE,SPR-PRJ-3-8,8
THES-3337,PRJ-1,USR-67132,Story,Rather future animal hold almost imagine.,High,2026-09-15 02:23:58,2026-09-23 02:23:58,DONE,SPR-PRJ-4-21,3
THES-1243,PRJ-1,USR-24573,Task,Wait actually affect number wall training natural.,Low,2026-04-04 01:15:17,2026-04-06 01:15:17,DONE,SPR-PRJ-6-0,2
CONF-3169,PRJ-9,USR-20322,Bug,Hit keep enjoy sing time you may.,High,2025-10-25 13:54:17,2025-10-27 13:54:17,DONE,SPR-PRJ-5-3,3
ORGA-5490,PRJ-6,USR-39041,Bug,Respond what production now.,Low,2026-06-23 15:15:08,2026-06-30 15:15:08,DONE,SPR-PRJ-2-16,5
